[2026-01-19 18:54:27] [INFO    ] discord.client: logging in using static token
[2026-01-19 18:54:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'member_count': 4, 'incidents_data': None, 'hub_type': None, 'soundboard_sounds': [], 'activity_instances': [], 'profile': None, 'owner_id': '825555921810882591', 'stickers': [], 'default_message_notifications': 0, 'safety_alerts_channel_id': None, 'rules_channel_id': None, 'id': '1462632241585979394', 'premium_subscription_count': 0, 'presences': [], 'name': 'GTNH gang', 'explicit_content_filter': 0, 'guild_scheduled_events': [], 'nsfw_level': 0, 'channels': [{'version': 1768789100967, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': '文字频道', 'id': '1462632242328240188', 'flags': 0}, {'version': 1768789100970, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': '语音频道', 'id': '1462632242328240189', 'flags': 0}, {'version': 1768789100976, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1462632242328240188', 'name': '常规', 'last_pin_timestamp': '2026-01-19T16:38:11.606000+00:00', 'last_message_id': '1462958309060509841', 'id': '1462632242328240190', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1768789100982, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1462632242328240189', 'name': '常规', 'last_message_id': '1462949135853424726', 'id': '1462632242328240191', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}, {'version': 1768790078613, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1462632242328240188', 'name': 'minecraft-chatlog', 'last_message_id': None, 'id': '1462636342881161237', 'flags': 0}, {'version': 1768790103309, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1462632242328240188', 'name': 'minecraft-achievement', 'last_message_id': None, 'id': '1462636446430003316', 'flags': 0}, {'version': 1768790127860, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [], 'parent_id': '1462632242328240188', 'name': 'minecraft-ftb-quests', 'last_message_id': None, 'id': '1462636549425336602', 'flags': 0}], 'banner': None, 'verification_level': 0, 'roles': [{'version': 1768789100960, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1462632241585979394', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1768802410850, 'unicode_emoji': None, 'tags': {'bot_id': '1462680887249469532'}, 'position': 1, 'permissions': '3377700190546944', 'name': 'Sakuya Izayoi', 'mentionable': False, 'managed': True, 'id': '1462688067818229803', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'application_id': None, 'home_header': None, 'region': 'deprecated', 'stage_instances': [], 'threads': [], 'splash': None, 'premium_progress_bar_enabled': False, 'members': [{'user': {'username': 'Sakuya Izayoi', 'public_flags': 0, 'primary_guild': None, 'id': '1462680887249469532', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0689', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'ebd1a1d995918c950dc6320c154469d6'}, 'roles': ['1462688067818229803'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T06:00:10.877000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'inventory_settings': None, 'max_video_channel_users': 25, 'max_members': 25000000, 'lazy': True, 'description': None, 'afk_channel_id': None, 'voice_states': [], 'latest_onboarding_question_id': None, 'nsfw': False, 'embedded_activities': [], 'moderator_reporting': None, 'afk_timeout': 300, 'discovery_splash': None, 'premium_tier': 0, 'system_channel_flags': 0, 'joined_at': '2026-01-19T06:00:10.877000+00:00', 'owner_configured_content_level': 0, 'preferred_locale': 'en-US', 'public_updates_channel_id': None, 'icon': '0bba5ec1e1a66b2a6630624cffff471d', 'emojis': [], 'system_channel_id': '1462632242328240190', 'large': False, 'unavailable': False, 'vanity_url_code': None, 'max_stage_video_channel_users': 50, 'premium_features': None, 'version': 1768864600799, 'mfa_level': 0, 'application_command_counts': {}, 'features': ['SOUNDBOARD']}}
[2026-01-19 18:54:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 18:54:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': '563453305d219294f09c06dfbe7c0d03', 'members': [{'user': {'username': 'peepoopoop', 'public_flags': 0, 'primary_guild': None, 'id': '672989604176986122', 'global_name': 'ME', 'display_name_styles': None, 'display_name': 'ME', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '19f5cef8289a1bf14241b752fa0f14a8'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:52.992000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'kahonkey', 'public_flags': 128, 'primary_guild': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'id': '676972546763259906', 'global_name': 'kahonkey', 'display_name_styles': None, 'display_name': 'kahonkey', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'd655d802806d3d7fd9fc8f52b63ae6e4'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:26.722000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'muyu0226', 'public_flags': 0, 'primary_guild': None, 'id': '825555921810882591', 'global_name': '木鱼', 'display_name_styles': None, 'display_name': '木鱼', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0e92e3f67952e1b3fffb69f7d0824ea7'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:20.879000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Sakuya Izayoi', 'public_flags': 0, 'primary_guild': None, 'id': '1462680887249469532', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0689', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'ebd1a1d995918c950dc6320c154469d6'}, 'roles': ['1462688067818229803'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T06:00:10.877000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1462632241585979394', 'chunk_index': 0, 'chunk_count': 1}}
[2026-01-19 18:54:28] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 18:54:28] [DEBUG   ] discord.state: Processed a chunk for 4 members in guild ID 1462632241585979394.
[2026-01-19 18:54:30] [DEBUG   ] discord.client: Dispatching event guild_available
[2026-01-19 18:54:30] [DEBUG   ] discord.client: Dispatching event ready
[2026-01-19 18:55:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2026-01-19 18:55:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-01-19 18:55:51] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2026-01-19 18:55:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-01-19 18:56:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2026-01-19 18:56:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-01-19 18:57:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2026-01-19 18:57:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-01-19 18:57:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2026-01-19 18:57:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-01-19 18:58:36] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2026-01-19 18:58:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-01-19 18:59:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2026-01-19 18:59:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-01-19 18:59:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2026-01-19 18:59:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-01-19 19:00:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 3.
[2026-01-19 19:00:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-01-19 19:01:15] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-01-20T00:01:18.005000+00:00', 'pinned': False, 'nonce': '1462960142038335488', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:26.722000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1462960140604014684', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'no', 'components': [], 'channel_type': 0, 'channel_id': '1462632242328240190', 'author': {'username': 'kahonkey', 'public_flags': 128, 'primary_guild': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'id': '676972546763259906', 'global_name': 'kahonkey', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'avatar_decoration_data': None, 'avatar': 'd655d802806d3d7fd9fc8f52b63ae6e4'}, 'attachments': [], 'guild_id': '1462632241585979394'}}
[2026-01-19 19:01:15] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 19:01:15] [DEBUG   ] discord.client: Dispatching event message
[2026-01-19 19:01:21] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 4.
[2026-01-19 19:01:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-01-19 19:01:21] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 5, 'op': 0, 'd': {'user_id': '676972546763259906', 'timestamp': 1768867284, 'member': {'user': {'username': 'kahonkey', 'public_flags': 128, 'primary_guild': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'id': '676972546763259906', 'global_name': 'kahonkey', 'display_name_styles': None, 'display_name': 'kahonkey', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'd655d802806d3d7fd9fc8f52b63ae6e4'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:26.722000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1462632242328240190', 'guild_id': '1462632241585979394'}}
[2026-01-19 19:01:21] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 19:01:21] [DEBUG   ] discord.client: Dispatching event typing
[2026-01-19 19:01:21] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-01-19 19:01:24] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 6, 'op': 0, 'd': {'user_id': '825555921810882591', 'timestamp': 1768867286, 'member': {'user': {'username': 'muyu0226', 'public_flags': 0, 'primary_guild': None, 'id': '825555921810882591', 'global_name': '木鱼', 'display_name_styles': None, 'display_name': '木鱼', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '0e92e3f67952e1b3fffb69f7d0824ea7'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:20.879000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1462632242328240190', 'guild_id': '1462632241585979394'}}
[2026-01-19 19:01:24] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 19:01:24] [DEBUG   ] discord.client: Dispatching event typing
[2026-01-19 19:01:24] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-01-19 19:01:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 7, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-01-20T00:01:27.253000+00:00', 'pinned': False, 'nonce': '1462960178788827136', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:20.879000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1462960179393073215', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'R u working on it', 'components': [], 'channel_type': 0, 'channel_id': '1462632242328240190', 'author': {'username': 'muyu0226', 'public_flags': 0, 'primary_guild': None, 'id': '825555921810882591', 'global_name': '木鱼', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '0e92e3f67952e1b3fffb69f7d0824ea7'}, 'attachments': [], 'guild_id': '1462632241585979394'}}
[2026-01-19 19:01:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 19:01:25] [DEBUG   ] discord.client: Dispatching event message
[2026-01-19 19:01:25] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 8, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-01-20T00:01:27.573000+00:00', 'pinned': False, 'nonce': '1462960182177824768', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:26.722000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1462960180735119451', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'i dont have the bot token', 'components': [], 'channel_type': 0, 'channel_id': '1462632242328240190', 'author': {'username': 'kahonkey', 'public_flags': 128, 'primary_guild': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'id': '676972546763259906', 'global_name': 'kahonkey', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'avatar_decoration_data': None, 'avatar': 'd655d802806d3d7fd9fc8f52b63ae6e4'}, 'attachments': [], 'guild_id': '1462632241585979394'}}
[2026-01-19 19:01:25] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 19:01:25] [DEBUG   ] discord.client: Dispatching event message
[2026-01-19 19:01:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 9, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-01-20T00:01:31.495000+00:00', 'pinned': False, 'nonce': '1462960196211965952', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:20.879000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1462960197185310793', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Oh', 'components': [], 'channel_type': 0, 'channel_id': '1462632242328240190', 'author': {'username': 'muyu0226', 'public_flags': 0, 'primary_guild': None, 'id': '825555921810882591', 'global_name': '木鱼', 'display_name_styles': None, 'discriminator': '0', 'collectibles': None, 'clan': None, 'avatar_decoration_data': None, 'avatar': '0e92e3f67952e1b3fffb69f7d0824ea7'}, 'attachments': [], 'guild_id': '1462632241585979394'}}
[2026-01-19 19:01:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 19:01:29] [DEBUG   ] discord.client: Dispatching event message
[2026-01-19 19:01:30] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 10, 'op': 0, 'd': {'user_id': '676972546763259906', 'timestamp': 1768867292, 'member': {'user': {'username': 'kahonkey', 'public_flags': 128, 'primary_guild': {'tag': 'mprg', 'identity_guild_id': '1285187249713053770', 'identity_enabled': True, 'badge': 'ec60c5e6d1f14d3bbff586e2e0b9e54e'}, 'id': '676972546763259906', 'global_name': 'kahonkey', 'display_name_styles': None, 'display_name': 'kahonkey', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'd655d802806d3d7fd9fc8f52b63ae6e4'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-01-19T02:18:26.722000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1462632242328240190', 'guild_id': '1462632241585979394'}}
[2026-01-19 19:01:30] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-01-19 19:01:30] [DEBUG   ] discord.client: Dispatching event typing
[2026-01-19 19:01:30] [DEBUG   ] discord.client: Dispatching event raw_typing
